name,id,country,languages,broadcast_area,categories,is_nsfw,logo
Gubbare,Gubbare.in,IN,hin,c/IN,,false,http://imagesdishtvd2h.whatsonindia.com/dasimages/channel/landscape/360x270/gWsUor2j.png
Gubernia,Gubernia.ru,RU,rus,c/RU,,false,
Guidance TV,GuidanceTV.gh,GH,eng,c/GH,,false,
Guide US TV,GuideUSTV.us,US,eng,c/US,,false,
"Guide Us TV (WKOB-LD4) New York, NY",WKOBLD4.us,US,eng,s/US-NY,local,false,
Guilan TV,GuilanTV.ir,IR,fas,c/IR,,false,
Guizhou Economic Channel,GuizhouEconomicChannel.cn,CN,zho,c/CN,,false,
Guizhou TV,GuizhouTV.cn,CN,zho,c/CN,,false,
Gulistan News,GulistanNews.in,IN,hin,c/IN,,false,
Gulli,Gulli.fr,FR,fra,c/FR,kids,false,https://i.imgur.com/mMWq0Kn.png
Gulli Africa,GulliAfrica.fr,FR,fra,c/FR,,false,https://service.canal-overseas.com/image-api/v1/image/cf5d693711b9b67008b889e7f29ab793
Gulli Bil Arabie,GulliBilArabie.fr,FR,fra,c/FR,,false,
Gulli Brasil,GulliBrasil.fr,FR,fra,c/FR,,false,https://www.zap.co.ao/media/cache/movie_thumb/uploads/ao/channels/60b9e61c75a05.jpeg
Gulli Girl,GulliGirl.fr,FR,rus,c/RU,kids,false,https://avatars.mds.yandex.net/get-tv-channel-logos/51763/2a000001659f94a58c4010a1851980b99d4d/160x160
Gungu TV,GunguTV.mz,MZ,por,c/MZ,,false,
Guoxue Channel,GuoxueChannel.cn,CN,zho,c/CN,,false,
Gurjaani TV,GurjaaniTV.ge,GE,kat,c/GE,,false,https://www.magticom.ge/images/channels/MjAxOC8wOS8xMC9jNDJiNDcwNi0wMTQ5LTQ4YTItYWQ2Ni00YzZlYTUwZDUwM2EuanBn.jpg
Guru TV,GuruTV.lk,LK,sin,c/LK,,false,
Gute Laune TV,GuteLauneTV.de,DE,deu,c/DE,,false,
Guyane 1ère,Guyane1ere.fr,FR,fra,c/FR,,false,https://service.canal-overseas.com/image-api/v1/image/2cc0942a5da0c0a0f5f9b7ce06a81a5f
Gyandarshan,Gyandarshan.in,IN,hin,c/IN,,false,http://imagesdishtvd2h.whatsonindia.com/dasimages/channel/landscape/360x270/dCcOXa6Q.png
Gyandhara,Gyandhara.in,IN,hin,c/IN,,false,
GünAz TV,GunAzTV.us,US,aze,c/US;c/AZ,general,false,https://i.imgur.com/0lJwdDH.jpg
Güneydogu TV,GuneydoguTV.tr,TR,tur,c/TR,,false,https://i.imgur.com/JT5pp3Y.png
H!t Music Channel Hungary,HtMusicChannelHungary.ro,RO,ron,c/RO,,false,https://www.sms.cz/kategorie/televize/bmp/loga/velka/hitmusichu.png
H!t Music Channel Romania,HtMusicChannelRomania.ro,RO,ron,c/RO,,false,https://static.cinemagia.ro/img/tv_station/hit-music-channel.jpg
"H&I (K25OM-D3) Prescott, AZ",K25OMD3.us,US,eng,s/US-AZ,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (K27HP-D3) Alamogordo, NM",K27HPD3.us,US,eng,s/US-NM,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (K28MA-D3) Fargo, ND",K28MAD3.us,US,eng,s/US-ND,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (K49GT) Abilene, TX",K49GT.us,US,eng,s/US-TX,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (KABI) Snyder, TX",KABILD.us,US,eng,s/US-TX,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (KAIL3) Fresno, CA",KAIL3.us,US,eng,s/US-CA,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (KAPP3) Yakima, WA",KAPP3.us,US,eng,s/US-WA,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (KBAX-LD2) Twin Falls, ID",KBAXLD2.us,US,eng,s/US-ID,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (KBCA) Alexandria, LA",KBCA.us,US,eng,s/US-LA,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (KBCA3) Alexandria, LA",KBCA3.us,US,eng,s/US-LA,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (KBVO3) Austin, TX",KBVO3.us,US,eng,s/US-TX,local,false,https://cdn.tvpassport.com/image/station/100x100/antenna-tv.png
"H&I (KCMN-LD2) Kansas City, MO",KCMNLD2.us,US,eng,s/US-MO,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (KCNH-LD) Springfield, MO",KCNHLD.us,US,eng,s/US-MO,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (KCOP-TV4) Los Angeles, CA",KCOPTV4.us,US,eng,s/US-CA,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (KCRG-TV4) Cedar Rapids, IA",KCRGTV4.us,US,eng,s/US-IA,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (KCSG4) St George, UT",KCSG4.us,US,eng,s/US-UT,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (KCWY-DT4) Casper, WY",KCWYDT4.us,US,eng,s/US-WY,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (KDCG) Lafayette, LA",KDCGCD.us,US,eng,s/US-LA,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (KDFW3) Dallas, TX",KDFW3.us,US,eng,s/US-TX,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (KDKJ5) Tyler, TX",KDKJ5.us,US,eng,s/US-TX,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (KEYU2) Amarillo, TX",KEYU2.us,US,eng,s/US-TX,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (KFFV3) Seattle, WA",KFFV3.us,US,eng,s/US-WA,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (KFLU-LD6) Fort Smith, AR",KFLU6.us,US,eng,s/US-AR,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (KGIN4) Grand Island, NE",KGIN4.us,US,eng,s/US-NE,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (KHSV) Las Vegas, NV",KHSV.us,US,eng,s/US-NV,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (KLBB-LD2) Lubbock, TX",KLBBLD2.us,US,eng,s/US-TX,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (KMLU2) Columbia, LA",KMLU2.us,US,eng,s/US-LA,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (KMNZ-LD3) Coeur D'Alene, ID",KMNZLD3.us,US,eng,s/US-ID,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (KMYT-TV4) Tulsa, OK",KMYTTV4.us,US,eng,s/US-OK,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (KNLC3) St Louis, MO",KNLC3.us,US,eng,s/US-MO,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (KOAM-TV4) Joplin, MO",KOAMTV4.us,US,eng,s/US-MO,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (KOB4) Albuquerque, NM",KOB4.us,US,eng,s/US-NM,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (KOBS-LD7) Dallas, TX",KOBSLD7.us,US,eng,s/US-TX,local,false,
"H&I (KOLN4) Lincoln, NE",KOLN4.us,US,eng,s/US-NE,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (KPIF2) Pocatello, ID",KPIF2.us,US,eng,s/US-ID,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (KPOB-TV2) Poplar Bluff, MO",KPOBTV2.us,US,eng,s/US-MO,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (KPRC-TV3) Houston, TX",KPRCTV3.us,US,eng,s/US-TX,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (KQCA2) Sacramento, CA",KQCA2.us,US,eng,s/US-CA,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (KRDO-TV3) Colorado Springs, CO",KRDOTV3.us,US,eng,s/US-CO,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (KREG-TV2) Glenwood Springs, CO",KREGTV2.us,US,eng,s/US-CO,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (KRET) Palm Springs, CA",KRETCD.us,US,eng,s/US-CA,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (KRID-LD3) Boise, ID",KRIDLD3.us,US,eng,s/US-ID,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (KSAT-TV4) San Antonio, TX",KSATTV4.us,US,eng,s/US-TX,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (KSAZ-TV3) Phoenix, AZ",KSAZTV3.us,US,eng,s/US-AZ,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (KSTP-TV7) St Paul, MN",KSTPTV7.us,US,eng,s/US-MN,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (KTEL-TV3) Carlsbad, NM",KTELTV3.us,US,eng,s/US-NM,local,false,https://cdn.tvpassport.com/image/station/100x100/cozitv.png
"H&I (KTLN-TV) San Rafael, CA",KTLNTV.us,US,eng,s/US-CA,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (KTTC3) Rochester, MN",KTTC3.us,US,eng,s/US-MN,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (KTTU3) Tucson, AZ",KTTU3.us,US,eng,s/US-AZ,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (KTUU-TV2) Anchorage, AK",KTUUTV2.us,US,eng,s/US-AK,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (KTVD2) Denver, CO",KTVD2.us,US,eng,s/US-CO,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (KTVX4) Salt Lake City, UT",KTVX4.us,US,eng,s/US-UT,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (KUMN-LP3) Moses Lake, Etc, WA",KUMNLP3.us,US,eng,s/US-WA,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (KVEW3) Tri-Cities, WA",KVEW3.us,US,eng,s/US-WA,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (KVME) Bishop, CA",KVMETV.us,US,eng,s/US-CA,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (KWMS) Monroe, LA",KWMSLP.us,US,eng,s/US-LA,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (KWQC-TV4) Daveport, IA",KWQCTV4.us,US,eng,s/US-IA,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (KWWL2) Waterloo, IA",KWWL2.us,US,eng,s/US-IA,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (KXLY-TV3) Spokane, WA",KXLYTV3.us,US,eng,s/US-WA,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (KYMB-LD7) Monterey, CA",KYMBLD7.us,US,eng,s/US-CA,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (KZDN-DT2) Denver, CO",KZDNLD2.us,US,eng,s/US-CO,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (W24CS-D3) Reading, PA",W24CSD3.us,US,eng,s/US-PA,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (W34FC-D2) La Crosse, WI",W34FCD2.us,US,eng,s/US-WI,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (WALE-LD6) Montgomery, AL",WALELD6.us,US,eng,s/US-AL,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (WAPK-CD4) Bristol, VA",WAPKCD4.us,US,eng,s/US-VA,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (WBAY-TV4) Green Bay, WI",WBAYTV4.us,US,eng,s/US-WI,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (WBBH-TV2) Fort Myers, FL",WBBHTV2.us,US,eng,s/US-FL,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (WBBZ-TV2) Buffalo, NY",WBBZTV2.us,US,eng,s/US-NY,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (WBGT-CD4) Rochester, NY",WBGTCD4.us,US,eng,s/US-NY,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (WBNA6) Louisville, KY",WBNA6.us,US,eng,s/US-KY,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (WBNX-TV4) Cleveland, OH",WBNXTV4.us,US,eng,s/US-OH,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (WBTD-LD3) Suffolk, VA",WBTDLD3.us,US,eng,s/US-VA,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (WBXX-TV3) Crossville, TN",WBXXTV3.us,US,eng,s/US-TN,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (WCIU-TV4) Chicago, IL",WCIUTV4.us,US,eng,s/US-IL,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (WCSN-LD2) Columbus, OH",WCSNLD2.us,US,eng,s/US-OH,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (WDBJ3) Roanoke, VA",WDBJ3.us,US,eng,s/US-VA,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (WDCA3) Washington, DC",WDCA3.us,US,eng,s/US-DC,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (WDJT-TV3) Milwaukee, WI",WDJTTV3.us,US,eng,s/US-WI,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (WDPN-TV4) Wilmington, DE",WDPNTV4.us,US,eng,s/US-DE,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (WDTV3) Weston, WV",WDTV3.us,US,eng,s/US-WV,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (WDVM) Hagerstown, MD",WDVMTV.us,US,eng,s/US-MD,local,false,
"H&I (WECP-LD4) Panama City, FL",WECPLD4.us,US,eng,s/US-FL,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (WFBN) Rockford, IL",WFBN.us,US,eng,s/US-IL,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (WFOX-TV3) Jacksonville, FL",WFOXTV3.us,US,eng,s/US-FL,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (WFXB5) Radar Lumberton, NC",WFXB5.us,US,eng,s/US-NC,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (WGDV-LD3) Salisbury, MD",WGDVLD3.us,US,eng,s/US-MD,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (WGTA2) Atlanta, GA",WGTA2.us,US,eng,s/US-GA,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (WGWG) Charleston, SC",WGWG.us,US,eng,s/US-SC,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (WGWW) Anniston, AL",WGWW.us,US,eng,s/US-AL,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (WHBQ-TV2) Memphis, TN",WHBQTV2.us,US,eng,s/US-TN,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (WHCT-LD2) Hartford, CT",WHCTLD2.us,US,eng,s/US-CT,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (WHEC-TV5) Rochester, NY",WHECTV5.us,US,eng,s/US-NY,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (WIBW3) Topeka, KS",WIBW3.us,US,eng,s/US-KS,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (WIFS8) Janesville, WI",WIFS8.us,US,eng,s/US-WI,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (WILX-TV2) Lansing, MI",WILXTV2.us,US,eng,s/US-MI,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (WIRP-LD4) Raleigh, NC",WIRPLD4.us,US,eng,s/US-NC,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (WITN-TV5) Washington, NC",WITNTV5.us,US,eng,s/US-NC,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (WIYC4) Troy, AL",WIYC4.us,US,eng,s/US-AL,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (WJBK4) Detroit, MI",WJBK4.us,US,eng,s/US-MI,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (WJFB-LP2) Lebanon, TN",WJFBLP2.us,US,eng,s/US-TN,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (WJFB2) Nashville, TN",WJFB2.us,US,eng,s/US-TN,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (WJRT-TV5) Flint, MI",WJRTTV5.us,US,eng,s/US-MI,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (WJZY5) Charlotte, NC",WJZY5.us,US,eng,s/US-NC,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (WLLA3) Grand Rapids, MI",WLLA3.us,US,eng,s/US-MI,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (WLNM-LD2) Lansing, MI",WLNMLD2.us,US,eng,s/US-MI,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (WLOO2) Jackson, MS",WLOO2.us,US,eng,s/US-MS,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (WMLW-TV3) Milwaukee, WI",WMLWTV3.us,US,eng,s/US-WI,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (WNYA4) Albany, NY",WNYA4.us,US,eng,s/US-NY,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (WODK2) Springfield, IL",WODK2.us,US,eng,s/US-IL,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (WOLO-TV5) Columbia, SC",WOLOTV5.us,US,eng,s/US-SC,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (WOTH-CD4) Cincinnati, OH",WOTHCD4.us,US,eng,s/US-OH,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (WPCW2) Pittsburgh, PA",WPCW2.us,US,eng,s/US-PA,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (WPGA-TV2) Macon, GA",WPGATV2.us,US,eng,s/US-GA,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (WPLG3) Miami, FL",WPLG3.us,US,eng,s/US-FL,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (WPXT2) Portland, ME",WPXT2.us,US,eng,s/US-ME,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (WQCW2) Portsmouth, OH",WQCW2.us,US,eng,s/US-OH,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (WRBW3) Orlando, FL",WRBW3.us,US,eng,s/US-FL,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (WSBK-TV2) Boston, MA",WSBKTV2.us,US,eng,s/US-MA,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (WSEE-TV4) Erie, PA",WSEETV4.us,US,eng,s/US-PA,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (WSES) Tuscaloosa, AL",WSES.us,US,eng,s/US-AL,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (WSIL-TV2) Harrisburg, IL",WSILTV2.us,US,eng,s/US-IL,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (WSJV) South Bend, IN",WSJV.us,US,eng,s/US-IN,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (WTLH) Tallahassee, FL",WTLH.us,US,eng,c/US,classic,false,https://sc.dish.com/shared/images/station-logos/HERIC.png
"H&I (WTMH-LD3) Kingston, NC",WTMHLD3.us,US,eng,s/US-NC,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (WTMQ-LD3) Kingston, NC",WTMQLD3.us,US,eng,s/US-NC,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (WTMV-LD2) Kingston, NC",WTMVLD2.us,US,eng,s/US-NC,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (WTSN) Evansville, IN",WTSNCD.us,US,eng,s/US-IN,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (WTVT4) Tampa, FL",WTVT4.us,US,eng,s/US-FL,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (WTVU-CD3) Syracuse, NY",WTVUCD3.us,US,eng,s/US-NY,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (WUDZ-LD2) Terre Haute, IN",WUDZLD2.us,US,eng,s/US-IN,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (WUPL3) Slidell, LA",WUPL3.us,US,eng,s/US-LA,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (WURO-LD) Roscommon, MI",WUROLD.us,US,eng,s/US-MI,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (WVBT3) Virginia Beach, VA",WVBT3.us,US,eng,s/US-VA,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (WWME-CD2) Chicago, IL",WWMECD2.us,US,eng,s/US-IL,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (WWOR-DT4) New York, NY",WWORTV4.us,US,eng,s/US-NY,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (WXIX-TV2) Cincinnati, OH",WXIXTV2.us,US,eng,s/US-OH,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (WYJJ-LD5) Jackson, TN",WYJJLD5.us,US,eng,s/US-TN,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (WYMT-TV2) Hazard, KY",WYMTTV2.us,US,eng,s/US-KY,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I (WZAW-LD4) Wausau, WI",WZAWLD4.us,US,eng,s/US-WI,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
"H&I/MyNetworkTV (KCCI-DT3) Des Moines, IA",KCCI3.us,US,eng,s/US-IA,local,false,https://cdn.tvpassport.com/image/station/100x100/heroesicons.png
H1,H1.am,AM,hye,c/AM,general,false,https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/Armenian_Public_TV_logo.svg/507px-Armenian_Public_TV_logo.svg.png
H2,H2.am,AM,hye,c/AM,general,false,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/Armenian_Second_TV_Channel_logo.svg/800px-Armenian_Second_TV_Channel_logo.svg.png
HAPSATV,HAPSATV.ar,AR,spa,c/AR,,false,https://cdn.mitvstatic.com/channels/ar_hapsa_m.png
HBO + Brasil,HBOPlusBrasil.us,US,eng,c/US,,false,
HBO + Latinoamérica,HBOPlusLatinoamerica.us,US,eng,c/US,,false,https://zap2it.tmsimg.com/h5/NowShowing/34725/s34725_h5_ba.png
HBO 2 Brasil,HBO2Brasil.us,US,eng,c/US,,false,https://cdn.mitvstatic.com/channels/br_hbo2_m.png
HBO 2 Central Europe,HBO2CentralEurope.us,US,eng,c/US,,false,https://mts.rs/oec/images/tv_channels/223e2768c410893aecb914e840d66dfb.jpg
HBO 2 East,HBO2East.us,US,eng,c/US,,false,https://cdn.tvpassport.com/image/station/100x100/hbo2.png
HBO 2 Latinoamérica,HBO2Latinoamerica.us,US,eng,c/US,,false,https://zap2it.tmsimg.com/h3/NowShowing/68140/s68140_h3_aa.png
